MMSI,timestamp,lat,lon,SOG,COG,heading,speed_mean,speed_std,speed_variance,speed_max,speed_min,course_change,turn_rate,heading_deviation,loitering,fishing_speed,fishing_speed_pct,time_gap,ais_gap,gap_count,avg_gap_duration,disappeared,lat_diff,lon_diff,position_jump,gap_std,transmission_freq
400000001,2024-01-01 00:07:26.340692,17.690567452438483,80.73530241091,2.632019283258005,314.3305381275197,315.0146356864442,2.632019283258005,,,2.632019283258005,2.632019283258005,,,0.6840975589245204,0,1,1.0,,0,0.0,,0,,,0,,
400000001,2024-01-01 00:21:15.270164,17.688804340116153,80.72573399905885,2.9364197171548283,66.0911315857019,69.2883275084749,2.784219500206417,0.21524361100457087,0.04632981207828702,2.9364197171548283,2.632019283258005,111.76059345818223,111.76059345818223,3.197195922772991,0,1,1.0,13.8154912,0,0.0,13.8154912,0,-0.0017631123223296186,-0.00956841185114854,0,,4.3429509042718655
400000001,2024-01-01 00:30:50.879872,17.688665540636784,80.72277484153155,5.727117932469046,146.08219276267283,150.29209241250416,3.7651856442939597,1.7058864656175363,2.91004863357709,5.727117932469046,2.632019283258005,79.99106117697093,95.87582731757658,4.209899649831328,0,0,0.6666666666666666,9.593495133333333,0,0.0,11.704493166666666,0,-0.00013879947936956682,-0.002959157527300249,0,2.9854020488829307,5.12623649274063
400000001,2024-01-01 00:38:57.999129,17.688672092771316,80.72128706414689,6.950681405792379,192.71109869620227,194.03225190366533,4.561559584668565,2.1158634724423564,4.476878234015826,6.950681405792379,2.632019283258005,46.62890593352944,79.46018685622754,1.3211532074630554,0,0,0.5,8.118654283333333,0,0.0,10.509213538888888,0,6.552134532711307e-06,-0.0014877773846535547,0,2.9567537710264187,5.709275939438532
400000001,2024-01-01 00:48:16.259127,17.690633229940985,80.7244877654181,5.2535041428222335,317.7529116320288,324.5375633538444,4.699948496299298,1.8583369258085478,3.453416129823564,6.950681405792379,2.632019283258005,125.04181293582656,90.85559337612729,6.784651721815578,0,0,0.4,9.3043333,0,0.0,10.207993479166667,0,0.0019611371696690583,0.0032007012712114147,0,2.488211406982038,5.877746701391714
400000001,2024-01-01 00:55:10.647582,17.682698366634092,80.72943672972016,2.4264802714150133,110.01151144555192,102.43627554967767,4.321037125485251,1.9037268358280643,3.624175865451934,6.950681405792379,2.4264802714150133,152.2585998135231,103.13619466360645,7.575235895874243,0,1,0.5,6.9064742500000005,0,0.0,9.547689633333333,0,-0.007934863306893192,0.004948964302059267,0,2.6121643992076957,6.284242817291132
400000001,2024-01-01 01:06:39.422104,17.68514995078026,80.73010450111099,5.255683268435986,21.30409062733979,15.082253713915192,4.454558003049642,1.773398242855291,3.1449413277622336,6.950681405792379,2.4264802714150133,88.70742081821213,100.73139902270741,6.221836913424598,0,0,0.42857142857142855,11.479575366666667,0,0.0,9.869670588888889,0,0.0024515841461685284,0.0006677713908231908,0,2.4659182251715674,6.079230249847143
400000001,2024-01-01 01:20:20.255460,17.67891399260649,80.73236737787603,6.454207064769118,96.46314210134894,94.18919910508734,4.704514135764576,1.7875929462490112,3.1954885414792202,6.950681405792379,2.4264802714150133,75.15905147400915,97.0782065157505,2.273942996261596,0,0,0.375,13.680555933333332,0,0.0,10.41408278095238,0,-0.00623595817377165,0.0022628767650445525,0,2.672449504686549,5.761429139947063
400000001,2024-01-01 01:30:12.725661,17.684119538422156,80.72582764225902,3.289794979561795,123.64622497772976,114.21051663626976,4.547323118408712,1.7373639852462301,3.018433617230663,6.950681405792379,2.4264802714150133,27.183082876380823,88.34131606082929,9.43570834146,0,1,0.4444444444444444,9.87450335,0,0.0,10.346635352083332,0,0.005205545815666568,-0.006539735617010933,0,2.481551094653008,5.798986623020283
400000001,2024-01-01 01:43:03.238853,17.689768298314252,80.73387092483367,2.8548106627075613,104.83626338104452,112.93094351597618,4.378071872838596,1.723227189164385,2.9695119454753875,6.950681405792379,2.4264802714150133,18.80996159668524,80.61561000925774,8.094680134931664,0,1,0.5,12.841886533333334,0,0.0,10.623885483333332,0,0.0056487598920966775,0.008043282574647037,0,2.465794511603741,5.647651237781838
400000001,2024-01-01 01:56:12.949797,17.699520443974794,80.74251467394467,2.5527841915124747,13.991378926777006,19.70719147157292,4.370148363664044,1.7323059507592087,3.000883907035766,6.950681405792379,2.4264802714150133,90.84488445426751,81.6385374537587,5.715812544795913,0,1,0.5,13.161849066666667,0,0.0,10.877681841666668,0,0.009752145660542055,0.008643749111001853,0,2.4594099071600857,5.51588112921005
400000001,2024-01-01 02:01:58.289251,17.692253127999173,80.74405711820458,2.1324685716319003,278.01077680374027,286.1930440552238,4.289753249111751,1.8225426207097175,3.3216616043034453,6.950681405792379,2.1324685716319003,95.98060212303676,80.06053832024415,8.182267251483552,0,1,0.5,5.755657566666667,0,0.0,10.41204327121212,0,-0.007267315975621358,0.0015424442599112353,0,2.7980063337201257,5.762557687970028
