MMSI,timestamp,lat,lon,SOG,COG,heading
400000001,2024-01-01 00:07:26.340692,17.690567452438483,80.73530241091,2.632019283258005,314.3305381275197,315.0146356864442
400000001,2024-01-01 00:21:15.270164,17.688804340116153,80.72573399905885,2.9364197171548283,66.0911315857019,69.2883275084749
400000001,2024-01-01 00:30:50.879872,17.688665540636784,80.72277484153155,5.727117932469046,146.08219276267283,150.29209241250416
400000001,2024-01-01 00:38:57.999129,17.688672092771316,80.72128706414689,6.950681405792379,192.71109869620227,194.03225190366535
400000001,2024-01-01 00:48:16.259127,17.690633229940985,80.7244877654181,5.2535041428222335,317.7529116320288,324.5375633538444
400000001,2024-01-01 00:55:10.647582,17.682698366634092,80.72943672972016,2.4264802714150133,110.01151144555192,102.43627554967767
400000001,2024-01-01 01:06:39.422104,17.68514995078026,80.73010450111099,5.255683268435986,21.30409062733979,15.082253713915192
400000001,2024-01-01 01:20:20.255460,17.67891399260649,80.73236737787603,6.454207064769118,96.46314210134894,94.18919910508734
400000001,2024-01-01 01:30:12.725661,17.684119538422156,80.72582764225902,3.289794979561795,123.64622497772976,114.21051663626976
400000001,2024-01-01 01:43:03.238853,17.689768298314252,80.73387092483367,2.8548106627075613,104.83626338104452,112.93094351597618
400000001,2024-01-01 01:56:12.949797,17.699520443974794,80.74251467394467,2.5527841915124747,13.991378926777006,19.70719147157292
400000001,2024-01-01 02:01:58.289251,17.692253127999173,80.74405711820458,2.1324685716319003,278.01077680374027,286.1930440552238
400000001,2024-01-01 02:11:30.881987,17.701314883108093,80.73668835916222,2.632246407459468,204.1773094587298,204.7478966537258
400000001,2024-01-01 02:21:04.030558,17.7033807042548,80.74605863502534,4.412216060376956,171.50383423322614,175.83570365102196
400000001,2024-01-01 02:35:00.115952,17.70614752384182,80.7500902378529,2.582486271917123,353.23269978381694,349.8752705186157
400000001,2024-01-01 02:49:36.799594,17.70820308412047,80.74088661982674,2.990174132275147,79.38213066520888,75.16961888374544
400000001,2024-01-01 02:56:14.980844,17.708545463546503,80.73328945459019,6.541210440181393,18.892255777111718,26.97849754019355
400000001,2024-01-01 03:02:54.562355,17.703521748199776,80.72717618144108,2.3251400347284816,136.2178391985463,132.9361229374123
400000001,2024-01-01 03:11:08.207154,17.700025596687002,80.71884034431223,5.557906334421471,76.87549201783717,74.66663422652455
400000001,2024-01-01 03:17:12.918996,17.695391744705493,80.71852329267905,3.0939578957472165,150.81864652168042,149.70813873592374
400000001,2024-01-01 03:23:06.472437,17.69450002560315,80.71129101636934,3.3493244908983977,332.4866387424962,335.644263572716
400000001,2024-01-01 03:32:07.373965,17.700163584792413,80.70952260316878,2.6137021826114792,174.49174658488246,176.2886534657415
400000001,2024-01-01 03:39:47.345755,17.708221663174307,80.70668341034563,7.913460295598975,235.03193788243803,235.9606534933853
400000001,2024-01-01 03:47:36.947175,17.710558287982614,80.71158288896827,4.694085531662204,264.8949028969737,260.1153652016539
400000001,2024-01-01 03:57:50.800971,17.700828366999655,80.70182389778512,3.030164965668261,58.61807132590375,65.11893018358474
400000001,2024-01-01 04:08:43.661065,17.70814569464102,80.69720506110511,7.2708882093736,284.6335589504731,287.28574500436173
400000001,2024-01-01 04:18:16.600805,17.70932011027677,80.69330436137722,3.5606050605046438,232.77144119030643,236.93469349339543
400000001,2024-01-01 04:28:19.069312,17.712766020588496,80.69067801650277,6.6878290677020304,40.19812736673863,39.5033530365185
400000001,2024-01-01 04:42:20.116886,17.70316355481715,80.69013310664768,6.077058086093166,246.87836932667884,253.87311024994133
400000001,2024-01-01 04:50:17.932122,17.709685844972913,80.68149252093502,5.8116815139916005,222.22794067206567,222.54878000808523
400000001,2024-01-01 04:59:45.374054,17.713606386249868,80.67552834919512,7.256501162241127,191.67458107744457,186.0836922909268
400000001,2024-01-01 05:09:14.982898,17.71168546428866,80.66976564743946,3.739995673924368,89.91342801905338,92.26743641867655
400000001,2024-01-01 05:20:25.790260,17.708358098238726,80.67781624770313,2.508192504839701,90.0371329324943,80.16879254311215
400000001,2024-01-01 05:34:37.666169,17.70814125971556,80.67280033580981,2.1248237509405232,308.3966220641885,304.1452904459074
400000001,2024-01-01 05:46:16.822014,17.70436830931027,80.66982907103629,6.625668296015201,142.9579775180996,138.1966846674958
400000001,2024-01-01 05:56:07.860119,17.697265016444433,80.66599798124462,5.8560675039908805,180.59467257061323,189.80029324542895
400000001,2024-01-01 06:07:24.672454,17.70623206652042,80.65633792404674,6.658217705322051,159.37188345934825,161.1906746832955
400000001,2024-01-01 06:13:55.674780,17.70325086500317,80.6527584401388,5.348046579227527,25.393901714817304,15.78570229371281
400000001,2024-01-01 06:24:00.859664,17.69728508645726,80.65876755264917,4.314550464848852,168.4262075618134,167.95633005061978
400000001,2024-01-01 06:37:51.429457,17.68849327507762,80.6527611017296,4.267863035394649,43.43242539875566,47.08105964498771
400000001,2024-01-01 06:50:26.152542,17.684336014154926,80.64933782337293,3.3430516680845788,34.07071241908862,42.52434606788327
400000001,2024-01-01 06:58:01.375279,17.67760422147302,80.65123003304547,3.88903273429462,15.46897867100689,11.488434437140825
400000001,2024-01-01 07:12:36.143307,17.687322790531084,80.64680583302022,4.146752814611108,329.0661266917912,323.857791532746
400000001,2024-01-01 07:27:05.009163,17.69513829805905,80.6392729713329,2.1000310555831154,105.40028515819068,109.5694584002179
400000001,2024-01-01 07:40:42.664789,17.688596734656766,80.64418317665925,4.320101084411787,34.836856622025394,28.729965237559615
400000001,2024-01-01 07:50:07.259129,17.68919758846749,80.63748475143555,4.777355764212813,300.4075118647825,296.8646863904207
400000001,2024-01-01 07:56:39.026662,17.69865876983001,80.64351993652228,3.878917778412698,187.3674650361484,192.6465593335347
400000001,2024-01-01 08:06:53.596341,17.69749410307224,80.63530988387714,3.4244178256093,310.4415527677363,310.2280896004392
400000001,2024-01-01 08:12:20.408461,17.69644991603244,80.63618820198957,7.125209038869525,344.196496427372,338.52040011119857
400000001,2024-01-01 08:17:31.580856,17.689611876623413,80.63256391452549,2.203298337528321,325.11981134579054,320.9799139906481
400000001,2024-01-01 08:24:04.231491,17.68901959544354,80.63202614842375,5.67380801163984,147.95362206205508,151.37519464043348
400000001,2024-01-01 08:38:48.284094,17.681961903411953,80.62739790089677,7.008177598849795,154.8907630332548,159.48816895786928
400000001,2024-01-01 08:44:15.430055,17.675941280048736,80.62134037896477,7.27307870255274,198.76115340844564,200.70451861043955
400000001,2024-01-01 08:53:06.475436,17.682005632523477,80.61277877517493,6.959160346819686,315.3716254453024,309.3425807066993
400000001,2024-01-01 09:08:00.094459,17.68932010285538,80.62083976197779,6.378836150156374,359.8697029052988,4.620332502859469
400000001,2024-01-01 09:15:03.566574,17.685616899159555,80.62456816318888,6.513436328987737,286.0614812285119,279.1182342956
400000001,2024-01-01 09:28:26.094236,17.682705752986372,80.62128301704043,5.760912886167257,48.746237526518456,49.623473335570125
400000001,2024-01-01 09:35:12.125212,17.68842394855943,80.61780318846975,4.2581652154008935,177.41974337253689,179.5293983698421
400000001,2024-01-01 09:48:53.696901,17.681961631474103,80.6124478775537,2.234602961048905,90.97980536856726,100.15930691056172
400000001,2024-01-01 09:57:11.412262,17.685854527213667,80.618354009127,6.295318141712016,232.31144801875604,225.0939926183992
400000001,2024-01-01 10:09:15.673006,17.69294604652656,80.61977082378996,3.0603855857387425,209.7890338965541,206.70317870252936
400000001,2024-01-01 10:15:56.146978,17.699786235642367,80.62705525782036,2.593494364090847,196.65446759756827,205.5935885448576
400000001,2024-01-01 10:25:06.847362,17.691432632262877,80.6196331626431,5.979725396550041,43.19250413177307,49.094221397138696
400000001,2024-01-01 10:38:14.666994,17.69384202374781,80.61714373116601,3.4586533053709934,91.09600466934994,92.38151207788844
400000001,2024-01-01 10:52:13.459071,17.696732099318535,80.61742526565074,3.104058005663349,49.64330715865128,49.70038783055014
400000001,2024-01-01 11:01:06.399351,17.702486280348,80.62633022419926,5.495652710477158,218.7891147458807,227.2879150826054
400000001,2024-01-01 11:11:01.710327,17.70119529734838,80.6192123210728,5.096965950206506,238.32886177967336,231.63497060609973
400000001,2024-01-01 11:22:55.970128,17.698538676818373,80.6263664850261,5.964565470796018,44.73569183436901,47.54666936784953
400000001,2024-01-01 11:31:01.953735,17.704263731112572,80.63611072858744,2.96227875227106,150.12871907456395,147.84573606745923
400000001,2024-01-01 11:40:35.755434,17.701250280591513,80.62840329715162,4.14115302184407,303.53824160774906,306.7005058053628
400000001,2024-01-01 11:54:01.722924,17.696585714167693,80.62020023497065,3.7881316584709808,264.56386220081777,261.3101844444449
400000001,2024-01-01 12:07:09.328570,17.698179274404517,80.61956474455063,3.121180037930606,207.6385273204344,198.635539653304
400000001,2024-01-01 12:15:09.839812,17.700764803341166,80.6183814579039,7.628064638629153,119.88031583185466,111.19300601245396
400000001,2024-01-01 12:25:58.384990,17.698901331482553,80.61709621849865,6.3532842356691575,110.25785076947948,113.06005549153716
400000001,2024-01-01 12:36:54.140647,17.702613490703847,80.61290289066577,7.033065417290086,226.4166112231162,235.6067971334241
400000001,2024-01-01 12:44:59.149614,17.709543780590508,80.60714998063736,5.57757412972553,53.61581751591884,47.65354154720996
400000001,2024-01-01 12:56:05.553762,17.71028772119642,80.61123702019518,2.331942638154646,126.40674926232528,135.2790422067323
400000001,2024-01-01 13:02:15.568080,17.706857961021722,80.610434106445,4.663322412301978,36.405652723643584,45.33081875511084
400000001,2024-01-01 13:16:43.769873,17.71053312971022,80.6108360894802,7.562751484844407,306.83769437231064,302.1560947427013
400000001,2024-01-01 13:24:47.828635,17.71420824951492,80.61053559650537,5.570113159259333,165.16204295521234,165.86800841711846
400000001,2024-01-01 13:31:00.429469,17.712464207293806,80.60506724108274,4.244728295811962,141.1122874995324,145.6477407531791
400000001,2024-01-01 13:36:26.219588,17.70904176083885,80.60169480886906,2.8749572529599563,94.15690363759884,91.20819182664816
400000001,2024-01-01 13:49:33.352855,17.710302913217827,80.6111303891528,5.695522856743742,117.23873082801605,126.99999038748771
400000001,2024-01-01 13:59:09.522512,17.70263043579146,80.61292877009004,3.911191472677956,184.74405087056087,186.6906782522169
400000001,2024-01-01 14:05:02.898096,17.70434302369269,80.60687212442977,7.991955473148077,161.54429842226548,170.6069018908889
